Calidad,Mes/Año,Momento,Precio máximo,Precio mínimo,Precio promedio,Procedencia,Producto,Sector,Tipo,Tipo punto monitoreo,Unidad,Variedad
Primera,03/2015,2015-03,2765,1990,2261.0,,Uva,Puerto Montt,Frutas,Supermercado,$/kilo,Sultanina
Primera,03/2015,2015-03,1290,1290,1290.0,,Ciruela,Puerto Varas,Frutas,Supermercado,$/kilo,Angeleno
Segunda,03/2015,2015-03,757,757,757.0,,Ciruela,Puerto Varas,Frutas,Supermercado,$/kilo,Angeleno
Primera,03/2015,2015-03,1267,1267,1267.0,,Durazno,Puerto Varas,Frutas,Supermercado,$/kilo,September Sun
1a plateado,03/2015,2015-03,2090,1692,1891.0,,Limón,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
Primera,03/2015,2015-03,1790,1790,1790.0,,Mango,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
Primera,03/2015,2015-03,990,934,962.0,,Manzana,Puerto Varas,Frutas,Supermercado,$/kilo,Granny Smith
Primera,03/2015,2015-03,1053,990,1021.5,,Manzana,Puerto Varas,Frutas,Supermercado,$/kilo,Royal Gala
Segunda,03/2015,2015-03,756,756,756.0,,Manzana,Puerto Varas,Frutas,Supermercado,$/kilo,Royal Gala
Primera,03/2015,2015-03,990,990,990.0,,Naranja,Puerto Varas,Frutas,Supermercado,$/kilo,Valencia
Primera,03/2015,2015-03,1090,1012,1051.0,,Nectarín,Puerto Varas,Frutas,Supermercado,$/kilo,Artic Snow
Primera,03/2015,2015-03,3090,2034,2562.0,,Palta,Puerto Varas,Frutas,Supermercado,$/kilo,Hass
Segunda,03/2015,2015-03,2890,1947,2418.5,,Palta,Puerto Varas,Frutas,Supermercado,$/kilo,Hass
Primera,03/2015,2015-03,1490,1267,1378.5,,Pera,Puerto Varas,Frutas,Supermercado,$/kilo,Packham's Triumph
Primera,03/2015,2015-03,790,594,692.0,,Plátano,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
Primera,03/2015,2015-03,2990,2990,2990.0,,Uva,Puerto Varas,Frutas,Supermercado,$/kilo,Red Globe
Primera,03/2015,2015-03,2190,2190,2190.0,,Uva,Puerto Varas,Frutas,Supermercado,$/kilo,Sultanina
Primera,04/2015,2015-04,950,900,925.0,,Ciruela,Osorno,Frutas,Feria libre,$/kilo,Angeleno
Segunda,04/2015,2015-04,800,650,712.5,,Ciruela,Osorno,Frutas,Feria libre,$/kilo,Angeleno
Primera,04/2015,2015-04,800,750,775.0,,Kiwi,Osorno,Frutas,Feria libre,$/kilo,Hayward
Segunda,04/2015,2015-04,650,550,600.0,,Kiwi,Osorno,Frutas,Feria libre,$/kilo,Hayward
1a amarillo,04/2015,2015-04,1600,1600,1600.0,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
1a plateado,04/2015,2015-04,2200,1500,1862.5,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
2a amarillo,04/2015,2015-04,1400,1350,1375.0,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
2a plateado,04/2015,2015-04,1900,1400,1625.0,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
Primera,04/2015,2015-04,700,650,675.0,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Fuji royal
Primera,04/2015,2015-04,700,600,649.0,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Granny Smith
Segunda,04/2015,2015-04,550,450,506.25,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Granny Smith
Primera,04/2015,2015-04,750,600,666.25,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Royal Gala
Segunda,04/2015,2015-04,580,450,526.25,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Royal Gala
Primera,04/2015,2015-04,990,800,870.0,,Naranja,Osorno,Frutas,Feria libre,$/kilo,Valencia
Segunda,04/2015,2015-04,750,700,715.0,,Naranja,Osorno,Frutas,Feria libre,$/kilo,Valencia
Primera,04/2015,2015-04,1200,1200,1200.0,,Nectarín,Osorno,Frutas,Feria libre,$/kilo,Artic Snow
Segunda,04/2015,2015-04,1000,900,950.0,,Nectarín,Osorno,Frutas,Feria libre,$/kilo,Artic Snow
Primera,04/2015,2015-04,3500,2500,3000.0,,Palta,Osorno,Frutas,Feria libre,$/kilo,Hass
Segunda,04/2015,2015-04,3000,2000,2550.0,,Palta,Osorno,Frutas,Feria libre,$/kilo,Hass
Primera,04/2015,2015-04,2700,2500,2600.0,,Palta,Osorno,Frutas,Feria libre,$/kilo,Negra de La Cruz
Primera,04/2015,2015-04,1100,750,849.0,,Pera,Osorno,Frutas,Feria libre,$/kilo,Packham's Triumph
Segunda,04/2015,2015-04,900,550,716.6666,,Pera,Osorno,Frutas,Feria libre,$/kilo,Packham's Triumph
Primera,04/2015,2015-04,750,750,750.0,,Pera,Osorno,Frutas,Feria libre,$/kilo,Winter Nelis
Segunda,04/2015,2015-04,650,650,650.0,,Pera,Osorno,Frutas,Feria libre,$/kilo,Winter Nelis
Primera,04/2015,2015-04,750,600,680.0,,Plátano,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
Segunda,04/2015,2015-04,590,500,535.0,,Plátano,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
Primera,04/2015,2015-04,1200,800,942.5,,Uva,Osorno,Frutas,Feria libre,$/kilo,Red Globe
Segunda,04/2015,2015-04,1000,550,765.0,,Uva,Osorno,Frutas,Feria libre,$/kilo,Red Globe
Primera,04/2015,2015-04,1200,1100,1150.0,,Uva,Osorno,Frutas,Feria libre,$/kilo,Sultanina
Segunda,04/2015,2015-04,1000,600,850.0,,Uva,Osorno,Frutas,Feria libre,$/kilo,Sultanina
Primera,04/2015,2015-04,1000,900,975.0,,Ciruela,Puerto Montt,Frutas,Feria libre,$/kilo,Angeleno
Segunda,04/2015,2015-04,900,800,850.0,,Ciruela,Puerto Montt,Frutas,Feria libre,$/kilo,Angeleno
Primera,04/2015,2015-04,1000,800,900.0,,Kiwi,Puerto Montt,Frutas,Feria libre,$/kilo,Hayward
1a amarillo,04/2015,2015-04,2100,1600,1866.6666,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
1a plateado,04/2015,2015-04,2000,1600,1800.0,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
2a amarillo,04/2015,2015-04,1400,1400,1400.0,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
2a plateado,04/2015,2015-04,1900,1400,1650.0,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
Primera,04/2015,2015-04,1000,1000,1000.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Fuji royal
Segunda,04/2015,2015-04,800,700,750.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Fuji royal
Primera,04/2015,2015-04,800,600,731.25,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Granny Smith
Segunda,04/2015,2015-04,650,500,566.6666,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Granny Smith
Primera,04/2015,2015-04,1000,600,775.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Royal Gala
Segunda,04/2015,2015-04,650,500,575.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Royal Gala
Primera,04/2015,2015-04,1200,1000,1150.0,,Naranja,Puerto Montt,Frutas,Feria libre,$/kilo,Valencia
Segunda,04/2015,2015-04,900,800,850.0,,Naranja,Puerto Montt,Frutas,Feria libre,$/kilo,Valencia
Primera,04/2015,2015-04,3400,3000,3150.0,,Palta,Puerto Montt,Frutas,Feria libre,$/kilo,Hass
Segunda,04/2015,2015-04,3000,2600,2837.5,,Palta,Puerto Montt,Frutas,Feria libre,$/kilo,Hass
Primera,04/2015,2015-04,1500,759,1094.875,,Pera,Puerto Montt,Frutas,Feria libre,$/kilo,Packham's Triumph
Segunda,04/2015,2015-04,1200,800,983.3333,,Pera,Puerto Montt,Frutas,Feria libre,$/kilo,Packham's Triumph
Primera,04/2015,2015-04,1000,1000,1000.0,,Pera,Puerto Montt,Frutas,Feria libre,$/kilo,Winter Nelis
Primera,04/2015,2015-04,1000,750,875.0,,Plátano,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
Segunda,04/2015,2015-04,800,500,675.0,,Plátano,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
Primera,04/2015,2015-04,1200,990,1115.0,,Uva,Puerto Montt,Frutas,Feria libre,$/kilo,Red Globe
Segunda,04/2015,2015-04,1200,750,900.0,,Uva,Puerto Montt,Frutas,Feria libre,$/kilo,Red Globe
Primera,04/2015,2015-04,1500,1100,1383.3333,,Uva,Puerto Montt,Frutas,Feria libre,$/kilo,Sultanina
Segunda,04/2015,2015-04,1500,500,998.3333,,Uva,Puerto Montt,Frutas,Feria libre,$/kilo,Sultanina
Primera,04/2015,2015-04,1015,1015,1015.0,,Ciruela,Frutillar,Frutas,Supermercado,$/kilo,Angeleno
Primera,04/2015,2015-04,999,715,857.0,,Kiwi,Frutillar,Frutas,Supermercado,$/kilo,Hayward
1a amarillo,04/2015,2015-04,1745,1745,1745.0,,Limón,Frutillar,Frutas,Supermercado,$/kilo,Sin especificar
1a plateado,04/2015,2015-04,2235,1745,1991.6,,Limón,Frutillar,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,975,935,965.0,,Manzana,Frutillar,Frutas,Supermercado,$/kilo,Granny Smith
Segunda,04/2015,2015-04,578,578,578.0,,Manzana,Frutillar,Frutas,Supermercado,$/kilo,Granny Smith
Primera,04/2015,2015-04,825,785,815.0,,Manzana,Frutillar,Frutas,Supermercado,$/kilo,Royal Gala
Primera,04/2015,2015-04,1450,1398,1439.6,,Naranja,Frutillar,Frutas,Supermercado,$/kilo,Valencia
Primera,04/2015,2015-04,3998,3198,3542.25,,Palta,Frutillar,Frutas,Supermercado,$/kilo,Hass
Segunda,04/2015,2015-04,3198,3198,3198.0,,Palta,Frutillar,Frutas,Supermercado,$/kilo,Hass
Primera,04/2015,2015-04,789,758,768.3333,,Pera,Frutillar,Frutas,Supermercado,$/kilo,Packham's Triumph
Segunda,04/2015,2015-04,758,758,758.0,,Pera,Frutillar,Frutas,Supermercado,$/kilo,Packham's Triumph
Primera,04/2015,2015-04,945,659,809.8,,Plátano,Frutillar,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1015,819,917.0,,Uva,Frutillar,Frutas,Supermercado,$/kilo,Red Globe
Primera,04/2015,2015-04,1189,1189,1189.0,,Uva,Frutillar,Frutas,Supermercado,$/kilo,Sultanina
Primera,04/2015,2015-04,999,999,999.0,,Ciruela,Llanquihue,Frutas,Supermercado,$/kilo,Angeleno
Primera,04/2015,2015-04,1090,1090,1090.0,,Kiwi,Llanquihue,Frutas,Supermercado,$/kilo,Hayward
1a plateado,04/2015,2015-04,2199,1999,2119.0,,Limón,Llanquihue,Frutas,Supermercado,$/kilo,Sin especificar
2a plateado,04/2015,2015-04,1999,1590,1794.5,,Limón,Llanquihue,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1299,1299,1299.0,,Manzana,Llanquihue,Frutas,Supermercado,$/kilo,Fuji royal
Primera,04/2015,2015-04,1190,790,930.0,,Manzana,Llanquihue,Frutas,Supermercado,$/kilo,Granny Smith
Primera,04/2015,2015-04,1199,850,1003.8,,Manzana,Llanquihue,Frutas,Supermercado,$/kilo,Royal Gala
Primera,04/2015,2015-04,999,999,999.0,,Naranja,Llanquihue,Frutas,Supermercado,$/kilo,Valencia
Primera,04/2015,2015-04,3799,3199,3557.2,,Palta,Llanquihue,Frutas,Supermercado,$/kilo,Hass
Segunda,04/2015,2015-04,3199,3190,3194.5,,Palta,Llanquihue,Frutas,Supermercado,$/kilo,Hass
Primera,04/2015,2015-04,1259,890,1131.4,,Pera,Llanquihue,Frutas,Supermercado,$/kilo,Packham's Triumph
Primera,04/2015,2015-04,799,769,791.5,,Plátano,Llanquihue,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1998,890,1219.25,,Uva,Llanquihue,Frutas,Supermercado,$/kilo,Red Globe
Primera,04/2015,2015-04,1999,1999,1999.0,,Uva,Llanquihue,Frutas,Supermercado,$/kilo,Sultanina
Primera,04/2015,2015-04,1390,490,1128.1111,,Ciruela,Osorno,Frutas,Supermercado,$/kilo,Angeleno
Segunda,04/2015,2015-04,1290,990,1140.0,,Ciruela,Osorno,Frutas,Supermercado,$/kilo,Angeleno
Primera,04/2015,2015-04,1590,999,1362.25,,Durazno,Osorno,Frutas,Supermercado,$/kilo,September Sun
Segunda,04/2015,2015-04,999,999,999.0,,Durazno,Osorno,Frutas,Supermercado,$/kilo,September Sun
Primera,04/2015,2015-04,2599,790,1314.9583,,Kiwi,Osorno,Frutas,Supermercado,$/kilo,Hayward
1a amarillo,04/2015,2015-04,2299,1990,2164.5333,,Limón,Osorno,Frutas,Supermercado,$/kilo,Sin especificar
1a plateado,04/2015,2015-04,2290,998,1959.4605,,Limón,Osorno,Frutas,Supermercado,$/kilo,Sin especificar
2a amarillo,04/2015,2015-04,1790,998,1544.25,,Limón,Osorno,Frutas,Supermercado,$/kilo,Sin especificar
2a plateado,04/2015,2015-04,1999,1590,1783.9166,,Limón,Osorno,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,2490,999,2001.1666,,Mango,Osorno,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1299,890,1142.25,,Manzana,Osorno,Frutas,Supermercado,$/kilo,Fuji royal
Primera,04/2015,2015-04,1299,499,959.0898,,Manzana,Osorno,Frutas,Supermercado,$/kilo,Granny Smith
Primera,04/2015,2015-04,1259,499,953.7288,,Manzana,Osorno,Frutas,Supermercado,$/kilo,Royal Gala
Segunda,04/2015,2015-04,890,890,890.0,,Manzana,Osorno,Frutas,Supermercado,$/kilo,Royal Gala
Primera,04/2015,2015-04,999,599,940.8436,,Naranja,Osorno,Frutas,Supermercado,$/kilo,Valencia
Primera,04/2015,2015-04,1390,1090,1230.6,,Nectarín,Osorno,Frutas,Supermercado,$/kilo,Artic Snow
Primera,04/2015,2015-04,1390,990,1224.8333,,Nectarín,Osorno,Frutas,Supermercado,$/kilo,August Red
Primera,04/2015,2015-04,3790,2290,3398.8799,,Palta,Osorno,Frutas,Supermercado,$/kilo,Hass
Segunda,04/2015,2015-04,3499,2690,3140.0972,,Palta,Osorno,Frutas,Supermercado,$/kilo,Hass
Primera,04/2015,2015-04,2699,2699,2699.0,,Palta,Osorno,Frutas,Supermercado,$/kilo,Negra de La Cruz
Segunda,04/2015,2015-04,2190,2190,2190.0,,Palta,Osorno,Frutas,Supermercado,$/kilo,Negra de La Cruz
Primera,04/2015,2015-04,1990,690,1168.94,,Pera,Osorno,Frutas,Supermercado,$/kilo,Packham's Triumph
Segunda,04/2015,2015-04,699,699,699.0,,Pera,Osorno,Frutas,Supermercado,$/kilo,Packham's Triumph
Primera,04/2015,2015-04,1299,990,1106.25,,Pera,Osorno,Frutas,Supermercado,$/kilo,Winter Nelis
Primera,04/2015,2015-04,799,490,722.5559,,Plátano,Osorno,Frutas,Supermercado,$/kilo,Sin especificar
Segunda,04/2015,2015-04,799,499,649.0,,Plátano,Osorno,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,2990,790,1701.3125,,Uva,Osorno,Frutas,Supermercado,$/kilo,Red Globe
Primera,04/2015,2015-04,2190,1190,1946.4333,,Uva,Osorno,Frutas,Supermercado,$/kilo,Sultanina
Primera,04/2015,2015-04,1390,999,1188.4444,,Ciruela,Puerto Montt,Frutas,Supermercado,$/kilo,Angeleno
Primera,04/2015,2015-04,2190,1190,1640.0,,Durazno,Puerto Montt,Frutas,Supermercado,$/kilo,September Sun
Primera,04/2015,2015-04,1290,1090,1144.8333,,Kiwi,Puerto Montt,Frutas,Supermercado,$/kilo,Hayward
1a amarillo,04/2015,2015-04,2290,1490,1990.0,,Limón,Puerto Montt,Frutas,Supermercado,$/kilo,Sin especificar
1a plateado,04/2015,2015-04,2290,1699,2070.6933,,Limón,Puerto Montt,Frutas,Supermercado,$/kilo,Sin especificar
2a plateado,04/2015,2015-04,1999,1590,1844.5,,Limón,Puerto Montt,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,2390,1790,2020.2666,,Mango,Puerto Montt,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1339,690,1099.8,,Manzana,Puerto Montt,Frutas,Supermercado,$/kilo,Fuji royal
Primera,04/2015,2015-04,1299,690,1002.9799,,Manzana,Puerto Montt,Frutas,Supermercado,$/kilo,Granny Smith
Primera,04/2015,2015-04,1199,690,1002.09,,Manzana,Puerto Montt,Frutas,Supermercado,$/kilo,Royal Gala
Segunda,04/2015,2015-04,969,969,969.0,,Manzana,Puerto Montt,Frutas,Supermercado,$/kilo,Royal Gala
Primera,04/2015,2015-04,1350,769,1085.2333,,Naranja,Puerto Montt,Frutas,Supermercado,$/kilo,Valencia
Primera,04/2015,2015-04,1690,1090,1331.6666,,Nectarín,Puerto Montt,Frutas,Supermercado,$/kilo,Artic Snow
Primera,04/2015,2015-04,1390,1390,1390.0,,Nectarín,Puerto Montt,Frutas,Supermercado,$/kilo,August Red
Primera,04/2015,2015-04,3790,2899,3494.64,,Palta,Puerto Montt,Frutas,Supermercado,$/kilo,Hass
Segunda,04/2015,2015-04,3490,2490,3138.25,,Palta,Puerto Montt,Frutas,Supermercado,$/kilo,Hass
Primera,04/2015,2015-04,2990,2190,2626.3333,,Palta,Puerto Montt,Frutas,Supermercado,$/kilo,Negra de La Cruz
Segunda,04/2015,2015-04,2699,2699,2699.0,,Palta,Puerto Montt,Frutas,Supermercado,$/kilo,Negra de La Cruz
Primera,04/2015,2015-04,1990,99,1053.7466,,Pera,Puerto Montt,Frutas,Supermercado,$/kilo,Packham's Triumph
Primera,04/2015,2015-04,1299,690,1012.7,,Pera,Puerto Montt,Frutas,Supermercado,$/kilo,Winter Nelis
Primera,04/2015,2015-04,799,499,733.8733,,Plátano,Puerto Montt,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1899,890,1283.6,,Uva,Puerto Montt,Frutas,Supermercado,$/kilo,Red Globe
Segunda,04/2015,2015-04,1899,1899,1899.0,,Uva,Puerto Montt,Frutas,Supermercado,$/kilo,Red Globe
Primera,04/2015,2015-04,1999,990,1670.625,,Uva,Puerto Montt,Frutas,Supermercado,$/kilo,Sultanina
Primera,04/2015,2015-04,1097,587,851.8333,,Ciruela,Puerto Varas,Frutas,Supermercado,$/kilo,Angeleno
Primera,04/2015,2015-04,1267,1267,1267.0,,Durazno,Puerto Varas,Frutas,Supermercado,$/kilo,September Sun
Primera,04/2015,2015-04,1290,1119,1217.0,,Kiwi,Puerto Varas,Frutas,Supermercado,$/kilo,Hayward
1a amarillo,04/2015,2015-04,1890,1692,1741.5,,Limón,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
1a plateado,04/2015,2015-04,2190,1267,1885.4333,,Limón,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
2a plateado,04/2015,2015-04,1799,1692,1745.5,,Limón,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1990,1690,1915.0,,Mango,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1219,1097,1168.6666,,Manzana,Puerto Varas,Frutas,Supermercado,$/kilo,Fuji royal
Primera,04/2015,2015-04,990,587,923.8333,,Manzana,Puerto Varas,Frutas,Supermercado,$/kilo,Granny Smith
Primera,04/2015,2015-04,1090,756,952.9333,,Manzana,Puerto Varas,Frutas,Supermercado,$/kilo,Royal Gala
Primera,04/2015,2015-04,990,990,990.0,,Naranja,Puerto Varas,Frutas,Supermercado,$/kilo,Valencia
Primera,04/2015,2015-04,1090,1012,1038.0,,Nectarín,Puerto Varas,Frutas,Supermercado,$/kilo,Artic Snow
Primera,04/2015,2015-04,1012,1012,1012.0,,Nectarín,Puerto Varas,Frutas,Supermercado,$/kilo,August Red
Primera,04/2015,2015-04,4290,2202,3308.1333,,Palta,Puerto Varas,Frutas,Supermercado,$/kilo,Hass
Segunda,04/2015,2015-04,3190,2032,2920.2,,Palta,Puerto Varas,Frutas,Supermercado,$/kilo,Hass
Primera,04/2015,2015-04,1490,842,1231.7999,,Pera,Puerto Varas,Frutas,Supermercado,$/kilo,Packham's Triumph
Segunda,04/2015,2015-04,1169,1169,1169.0,,Pera,Puerto Varas,Frutas,Supermercado,$/kilo,Packham's Triumph
Primera,04/2015,2015-04,1019,990,1004.5,,Pera,Puerto Varas,Frutas,Supermercado,$/kilo,Winter Nelis
Primera,04/2015,2015-04,999,586,701.0,,Plátano,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
Segunda,04/2015,2015-04,999,550,784.5,,Plátano,Puerto Varas,Frutas,Supermercado,$/kilo,Sin especificar
Primera,04/2015,2015-04,1900,1390,1645.0,,Uva,Puerto Varas,Frutas,Supermercado,$/kilo,Red Globe
Segunda,04/2015,2015-04,1490,1490,1490.0,,Uva,Puerto Varas,Frutas,Supermercado,$/kilo,Red Globe
Primera,04/2015,2015-04,2190,1990,2123.3333,,Uva,Puerto Varas,Frutas,Supermercado,$/kilo,Sultanina
Primera,05/2015,2015-05,1000,900,962.5,,Kiwi,Osorno,Frutas,Feria libre,$/kilo,Hayward
Segunda,05/2015,2015-05,1000,550,762.5,,Kiwi,Osorno,Frutas,Feria libre,$/kilo,Hayward
1a amarillo,05/2015,2015-05,1400,1400,1400.0,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
1a plateado,05/2015,2015-05,1400,900,1146.6666,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
2a amarillo,05/2015,2015-05,1200,1200,1200.0,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
2a plateado,05/2015,2015-05,1200,1000,1150.0,,Limón,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
Primera,05/2015,2015-05,1200,1000,1100.0,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Fuji royal
Segunda,05/2015,2015-05,800,590,681.6666,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Fuji royal
Primera,05/2015,2015-05,800,700,758.3333,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Granny Smith
Segunda,05/2015,2015-05,600,390,498.3333,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Granny Smith
Primera,05/2015,2015-05,1000,700,825.0,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Royal Gala
Segunda,05/2015,2015-05,800,500,625.0,,Manzana,Osorno,Frutas,Feria libre,$/kilo,Royal Gala
Primera,05/2015,2015-05,1200,890,1016.25,,Naranja,Osorno,Frutas,Feria libre,$/kilo,Valencia
Segunda,05/2015,2015-05,1000,750,850.0,,Naranja,Osorno,Frutas,Feria libre,$/kilo,Valencia
Primera,05/2015,2015-05,3800,3250,3568.75,,Palta,Osorno,Frutas,Feria libre,$/kilo,Hass
Segunda,05/2015,2015-05,3500,2800,3183.3333,,Palta,Osorno,Frutas,Feria libre,$/kilo,Hass
Primera,05/2015,2015-05,3000,2600,2716.6666,,Palta,Osorno,Frutas,Feria libre,$/kilo,Negra de La Cruz
Segunda,05/2015,2015-05,2500,1950,2291.6666,,Palta,Osorno,Frutas,Feria libre,$/kilo,Negra de La Cruz
Primera,05/2015,2015-05,1000,700,858.3333,,Pera,Osorno,Frutas,Feria libre,$/kilo,Packham's Triumph
Segunda,05/2015,2015-05,750,550,633.3333,,Pera,Osorno,Frutas,Feria libre,$/kilo,Packham's Triumph
Primera,05/2015,2015-05,1000,700,875.0,,Pera,Osorno,Frutas,Feria libre,$/kilo,Winter Nelis
Segunda,05/2015,2015-05,750,600,662.5,,Pera,Osorno,Frutas,Feria libre,$/kilo,Winter Nelis
Primera,05/2015,2015-05,800,700,758.3333,,Plátano,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
Segunda,05/2015,2015-05,650,500,608.3333,,Plátano,Osorno,Frutas,Feria libre,$/kilo,Sin especificar
Primera,05/2015,2015-05,1000,890,922.5,,Uva,Osorno,Frutas,Feria libre,$/kilo,Red Globe
Segunda,05/2015,2015-05,1000,600,850.0,,Uva,Osorno,Frutas,Feria libre,$/kilo,Red Globe
Segunda,05/2015,2015-05,1000,800,900.0,,Uva,Osorno,Frutas,Feria libre,$/kilo,Sultanina
Primera,05/2015,2015-05,1200,750,931.25,,Kiwi,Puerto Montt,Frutas,Feria libre,$/kilo,Hayward
Segunda,05/2015,2015-05,1000,600,758.3333,,Kiwi,Puerto Montt,Frutas,Feria libre,$/kilo,Hayward
1a amarillo,05/2015,2015-05,1200,1200,1200.0,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
1a plateado,05/2015,2015-05,1200,1000,1100.0,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
2a amarillo,05/2015,2015-05,1200,1000,1100.0,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
2a plateado,05/2015,2015-05,1800,1500,1650.0,,Limón,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
Primera,05/2015,2015-05,1200,700,975.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Fuji royal
Segunda,05/2015,2015-05,800,600,708.3333,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Fuji royal
Primera,05/2015,2015-05,850,550,718.75,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Granny Smith
Segunda,05/2015,2015-05,750,400,550.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Granny Smith
Primera,05/2015,2015-05,850,550,700.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Royal Gala
Segunda,05/2015,2015-05,750,400,575.0,,Manzana,Puerto Montt,Frutas,Feria libre,$/kilo,Royal Gala
Primera,05/2015,2015-05,1200,900,1116.6666,,Naranja,Puerto Montt,Frutas,Feria libre,$/kilo,Valencia
Segunda,05/2015,2015-05,1000,700,850.0,,Naranja,Puerto Montt,Frutas,Feria libre,$/kilo,Valencia
Segunda,05/2015,2015-05,3800,3200,3566.6666,,Palta,Puerto Montt,Frutas,Feria libre,$/kilo,Hass
Primera,05/2015,2015-05,3000,2800,2900.0,,Palta,Puerto Montt,Frutas,Feria libre,$/kilo,Negra de La Cruz
Segunda,05/2015,2015-05,2500,2300,2450.0,,Palta,Puerto Montt,Frutas,Feria libre,$/kilo,Negra de La Cruz
Primera,05/2015,2015-05,1000,900,975.0,,Pera,Puerto Montt,Frutas,Feria libre,$/kilo,Packham's Triumph
Segunda,05/2015,2015-05,1000,700,825.0,,Pera,Puerto Montt,Frutas,Feria libre,$/kilo,Packham's Triumph
Primera,05/2015,2015-05,1200,900,1016.6666,,Pera,Puerto Montt,Frutas,Feria libre,$/kilo,Winter Nelis
Segunda,05/2015,2015-05,800,500,675.0,,Pera,Puerto Montt,Frutas,Feria libre,$/kilo,Winter Nelis
Primera,05/2015,2015-05,1000,700,831.25,,Plátano,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
Segunda,05/2015,2015-05,700,500,606.25,,Plátano,Puerto Montt,Frutas,Feria libre,$/kilo,Sin especificar
Primera,05/2015,2015-05,1000,900,950.0,,Uva,Puerto Montt,Frutas,Feria libre,$/kilo,Red Globe
Segunda,05/2015,2015-05,1000,750,900.0,,Uva,Puerto Montt,Frutas,Feria libre,$/kilo,Red Globe
Primera,05/2015,2015-05,1300,1200,1250.0,,Uva,Puerto Montt,Frutas,Feria libre,$/kilo,Sultanina
