Calidad,Mes/Año,Momento,Precio máximo,Precio mínimo,Precio promedio,Procedencia,Producto,Sector,Tipo,Tipo punto monitoreo,Unidad,Variedad
,02/2017,2017-02,2090,1240,1818.8749,,Maravilla,Puerto Varas,Aceite,,$/litro,
,02/2017,2017-02,1890,1155,1706.5681,,Vegetal,Puerto Varas,Aceite,,$/litro,
,03/2017,2017-03,2059,1315,1721.6666,,Maravilla,Frutillar,Aceite,,$/litro,
,03/2017,2017-03,1949,966,1574.5714,,Vegetal,Frutillar,Aceite,,$/litro,
,03/2017,2017-03,2259,1315,1710.75,,Maravilla,Llanquihue,Aceite,,$/litro,
,03/2017,2017-03,1949,966,1448.75,,Vegetal,Llanquihue,Aceite,,$/litro,
,03/2017,2017-03,2689,1240,1689.0257,,Maravilla,Osorno,Aceite,,$/litro,
,03/2017,2017-03,2090,866,1491.4782,,Vegetal,Osorno,Aceite,,$/litro,
,03/2017,2017-03,2529,1000,1670.8366,,Maravilla,Puerto Montt,Aceite,,$/litro,
,03/2017,2017-03,1949,780,1418.1475,,Vegetal,Puerto Montt,Aceite,,$/litro,
,03/2017,2017-03,2090,1290,1769.4527,,Maravilla,Puerto Varas,Aceite,,$/litro,
,03/2017,2017-03,1890,1000,1651.1841,,Vegetal,Puerto Varas,Aceite,,$/litro,
,04/2017,2017-04,2099,1748,1927.0,,Maravilla,Frutillar,Aceite,,$/litro,
,04/2017,2017-04,1949,966,1623.5,,Vegetal,Frutillar,Aceite,,$/litro,
,04/2017,2017-04,1790,1729,1769.6666,,Maravilla,Llanquihue,Aceite,,$/litro,
,04/2017,2017-04,1692,966,1436.75,,Vegetal,Llanquihue,Aceite,,$/litro,
,04/2017,2017-04,2689,1290,1646.4199,,Maravilla,Osorno,Aceite,,$/litro,
,04/2017,2017-04,2090,866,1455.1359,,Vegetal,Osorno,Aceite,,$/litro,
,04/2017,2017-04,2689,1290,1660.9771,,Maravilla,Puerto Montt,Aceite,,$/litro,
,04/2017,2017-04,1980,750,1386.0191,,Vegetal,Puerto Montt,Aceite,,$/litro,
,04/2017,2017-04,2090,1290,1743.8564,,Maravilla,Puerto Varas,Aceite,,$/litro,
,04/2017,2017-04,1890,1277,1611.2828,,Vegetal,Puerto Varas,Aceite,,$/litro,
,05/2017,2017-05,2689,1440,1937.0333,,Maravilla,Frutillar,Aceite,,$/litro,
,05/2017,2017-05,1949,921,1565.3333,,Vegetal,Frutillar,Aceite,,$/litro,
,05/2017,2017-05,2689,1440,1904.7777,,Maravilla,Llanquihue,Aceite,,$/litro,
,05/2017,2017-05,1949,921,1433.3055,,Vegetal,Llanquihue,Aceite,,$/litro,
,05/2017,2017-05,2689,1100,1658.3507,,Maravilla,Osorno,Aceite,,$/litro,
,05/2017,2017-05,2090,855,1443.2605,,Vegetal,Osorno,Aceite,,$/litro,
,05/2017,2017-05,2689,1000,1684.5197,,Maravilla,Puerto Montt,Aceite,,$/litro,
,05/2017,2017-05,1949,740,1381.2344,,Vegetal,Puerto Montt,Aceite,,$/litro,
,05/2017,2017-05,2090,1100,1770.4999,,Maravilla,Puerto Varas,Aceite,,$/litro,
,05/2017,2017-05,1980,1149,1687.8636,,Vegetal,Puerto Varas,Aceite,,$/litro,
,06/2017,2017-06,2059,1445,1745.0714,,Maravilla,Frutillar,Aceite,,$/litro,
,06/2017,2017-06,1949,865,1540.0118,,Vegetal,Frutillar,Aceite,,$/litro,
,06/2017,2017-06,2099,1490,1856.7083,,Maravilla,Llanquihue,Aceite,,$/litro,
,06/2017,2017-06,1949,865,1493.125,,Vegetal,Llanquihue,Aceite,,$/litro,
,06/2017,2017-06,2689,1000,1590.5075,,Maravilla,Osorno,Aceite,,$/litro,
,06/2017,2017-06,2090,855,1404.6494,,Vegetal,Osorno,Aceite,,$/litro,
,06/2017,2017-06,2689,1000,1634.6129,,Maravilla,Puerto Montt,Aceite,,$/litro,
,06/2017,2017-06,1989,750,1405.2263,,Vegetal,Puerto Montt,Aceite,,$/litro,
,06/2017,2017-06,2090,1090,1633.9721,,Maravilla,Puerto Varas,Aceite,,$/litro,
,06/2017,2017-06,1890,870,1505.3999,,Vegetal,Puerto Varas,Aceite,,$/litro,
,07/2017,2017-07,2365,1445,1807.2857,,Maravilla,Frutillar,Aceite,,$/litro,
,07/2017,2017-07,1949,865,1548.7142,,Vegetal,Frutillar,Aceite,,$/litro,
,07/2017,2017-07,2099,1445,1740.3888,,Maravilla,Llanquihue,Aceite,,$/litro,
,07/2017,2017-07,1949,865,1482.6666,,Vegetal,Llanquihue,Aceite,,$/litro,
,07/2017,2017-07,2689,1090,1639.3831,,Maravilla,Osorno,Aceite,,$/litro,
,07/2017,2017-07,2090,854,1430.7035,,Vegetal,Osorno,Aceite,,$/litro,
,07/2017,2017-07,2689,1100,1655.1291,,Maravilla,Puerto Montt,Aceite,,$/litro,
,07/2017,2017-07,1949,750,1396.3694,,Vegetal,Puerto Montt,Aceite,,$/litro,
,07/2017,2017-07,2090,1090,1666.8518,,Maravilla,Puerto Varas,Aceite,,$/litro,
,07/2017,2017-07,1890,870,1524.3074,,Vegetal,Puerto Varas,Aceite,,$/litro,
,08/2017,2017-08,2099,1445,1832.3809,,Maravilla,Frutillar,Aceite,,$/litro,
,08/2017,2017-08,1949,855,1589.619,,Vegetal,Frutillar,Aceite,,$/litro,
,08/2017,2017-08,2099,1445,1808.6111,,Maravilla,Llanquihue,Aceite,,$/litro,
,08/2017,2017-08,1949,855,1476.75,,Vegetal,Llanquihue,Aceite,,$/litro,
,08/2017,2017-08,2689,1240,1687.4267,,Maravilla,Osorno,Aceite,,$/litro,
,08/2017,2017-08,2090,769,1451.0396,,Vegetal,Osorno,Aceite,,$/litro,
,08/2017,2017-08,2689,1250,1716.4705,,Maravilla,Puerto Montt,Aceite,,$/litro,
,08/2017,2017-08,1949,750,1407.3649,,Vegetal,Puerto Montt,Aceite,,$/litro,
,08/2017,2017-08,2090,1240,1685.4478,,Maravilla,Puerto Varas,Aceite,,$/litro,
,08/2017,2017-08,1890,870,1498.7222,,Vegetal,Puerto Varas,Aceite,,$/litro,
,09/2017,2017-09,2099,1420,1839.2856,,Maravilla,Frutillar,Aceite,,$/litro,
,09/2017,2017-09,2045,855,1608.5714,,Vegetal,Frutillar,Aceite,,$/litro,
,09/2017,2017-09,2099,1420,1753.5,,Maravilla,Llanquihue,Aceite,,$/litro,
,09/2017,2017-09,1949,789,1547.4166,,Vegetal,Llanquihue,Aceite,,$/litro,
,09/2017,2017-09,2199,1190,1612.4219,,Maravilla,Osorno,Aceite,,$/litro,
,09/2017,2017-09,2090,854,1461.5211,,Vegetal,Osorno,Aceite,,$/litro,
,09/2017,2017-09,2689,1240,1560.4017,,Maravilla,Puerto Montt,Aceite,,$/litro,
,09/2017,2017-09,2045,750,1365.21,,Vegetal,Puerto Montt,Aceite,,$/litro,
,09/2017,2017-09,2090,1190,1666.0242,,Maravilla,Puerto Varas,Aceite,,$/litro,
,09/2017,2017-09,1890,870,1541.9833,,Vegetal,Puerto Varas,Aceite,,$/litro,
,10/2017,2017-10,2099,1190,1759.3213,,Maravilla,Frutillar,Aceite,,$/litro,
,10/2017,2017-10,2045,855,1585.1071,,Vegetal,Frutillar,Aceite,,$/litro,
,10/2017,2017-10,2099,1190,1612.7083,,Maravilla,Llanquihue,Aceite,,$/litro,
,10/2017,2017-10,2045,849,1466.5,,Vegetal,Llanquihue,Aceite,,$/litro,
,10/2017,2017-10,2199,1190,1591.6115,,Maravilla,Osorno,Aceite,,$/litro,
,10/2017,2017-10,2090,833,1461.8077,,Vegetal,Osorno,Aceite,,$/litro,
,10/2017,2017-10,2099,1190,1580.088,,Maravilla,Puerto Montt,Aceite,,$/litro,
,10/2017,2017-10,2045,730,1397.9855,,Vegetal,Puerto Montt,Aceite,,$/litro,
,10/2017,2017-10,2090,1190,1682.9444,,Maravilla,Puerto Varas,Aceite,,$/litro,
,10/2017,2017-10,1890,870,1558.05,,Vegetal,Puerto Varas,Aceite,,$/litro,
,11/2017,2017-11,2490,1150,1867.2559,,Maravilla,Frutillar,Aceite,,$/litro,
,11/2017,2017-11,2045,855,1545.6785,,Vegetal,Frutillar,Aceite,,$/litro,
,11/2017,2017-11,2490,1190,1733.6875,,Maravilla,Llanquihue,Aceite,,$/litro,
,11/2017,2017-11,2045,849,1439.25,,Vegetal,Llanquihue,Aceite,,$/litro,
,11/2017,2017-11,2490,1190,1617.9112,,Maravilla,Osorno,Aceite,,$/litro,
,11/2017,2017-11,2090,822,1443.0986,,Vegetal,Osorno,Aceite,,$/litro,
,11/2017,2017-11,2490,1150,1633.2137,,Maravilla,Puerto Montt,Aceite,,$/litro,
,11/2017,2017-11,2045,750,1390.3643,,Vegetal,Puerto Montt,Aceite,,$/litro,
,11/2017,2017-11,2090,1190,1675.3194,,Maravilla,Puerto Varas,Aceite,,$/litro,
,11/2017,2017-11,1890,870,1525.7805,,Vegetal,Puerto Varas,Aceite,,$/litro,
,12/2017,2017-12,2490,1190,1824.5237,,Maravilla,Frutillar,Aceite,,$/litro,
,12/2017,2017-12,2045,849,1533.1428,,Vegetal,Frutillar,Aceite,,$/litro,
,12/2017,2017-12,2490,1190,1847.1944,,Maravilla,Llanquihue,Aceite,,$/litro,
,12/2017,2017-12,2045,849,1375.4166,,Vegetal,Llanquihue,Aceite,,$/litro,
,12/2017,2017-12,2490,1190,1586.3069,,Maravilla,Osorno,Aceite,,$/litro,
,12/2017,2017-12,2090,833,1405.1284,,Vegetal,Osorno,Aceite,,$/litro,
,12/2017,2017-12,2490,1190,1662.2116,,Maravilla,Puerto Montt,Aceite,,$/litro,
,12/2017,2017-12,2045,720,1355.6775,,Vegetal,Puerto Montt,Aceite,,$/litro,
,12/2017,2017-12,2090,1190,1642.4814,,Maravilla,Puerto Varas,Aceite,,$/litro,
,12/2017,2017-12,1890,870,1490.3666,,Vegetal,Puerto Varas,Aceite,,$/litro,
,01/2018,2018-01,2440,1090,1831.4285,,Maravilla,Frutillar,Aceite,,$/litro,
,01/2018,2018-01,1990,789,1579.8856,,Vegetal,Frutillar,Aceite,,$/litro,
,01/2018,2018-01,2440,1090,1776.95,,Maravilla,Llanquihue,Aceite,,$/litro,
,01/2018,2018-01,1990,830,1489.3333,,Vegetal,Llanquihue,Aceite,,$/litro,
,01/2018,2018-01,2440,1090,1645.578,,Maravilla,Osorno,Aceite,,$/litro,
,01/2018,2018-01,2090,822,1460.0428,,Vegetal,Osorno,Aceite,,$/litro,
,01/2018,2018-01,2490,1090,1664.2096,,Maravilla,Puerto Montt,Aceite,,$/litro,
,01/2018,2018-01,1990,750,1423.3161,,Vegetal,Puerto Montt,Aceite,,$/litro,
,01/2018,2018-01,2090,1190,1695.7888,,Maravilla,Puerto Varas,Aceite,,$/litro,
,01/2018,2018-01,1980,840,1529.4764,,Vegetal,Puerto Varas,Aceite,,$/litro,
,02/2018,2018-02,2440,1090,1840.1983,,Maravilla,Frutillar,Aceite,,$/litro,
,02/2018,2018-02,1990,769,1542.1904,,Vegetal,Frutillar,Aceite,,$/litro,
,02/2018,2018-02,2440,1359,1902.9444,,Maravilla,Llanquihue,Aceite,,$/litro,
,02/2018,2018-02,1990,785,1563.8333,,Vegetal,Llanquihue,Aceite,,$/litro,
,02/2018,2018-02,2440,1000,1655.2329,,Maravilla,Osorno,Aceite,,$/litro,
,02/2018,2018-02,2090,777,1474.8405,,Vegetal,Osorno,Aceite,,$/litro,
,02/2018,2018-02,2490,1000,1648.616,,Maravilla,Puerto Montt,Aceite,,$/litro,
,02/2018,2018-02,1990,720,1441.1416,,Vegetal,Puerto Montt,Aceite,,$/litro,
,02/2018,2018-02,2090,1190,1693.4548,,Maravilla,Puerto Varas,Aceite,,$/litro,
,02/2018,2018-02,1890,850,1538.4527,,Vegetal,Puerto Varas,Aceite,,$/litro,
,03/2018,2018-03,2440,1090,1848.9225,,Maravilla,Frutillar,Aceite,,$/litro,
,03/2018,2018-03,1990,769,1602.8392,,Vegetal,Frutillar,Aceite,,$/litro,
,03/2018,2018-03,2440,1090,1842.7083,,Maravilla,Llanquihue,Aceite,,$/litro,
,03/2018,2018-03,1990,780,1463.0625,,Vegetal,Llanquihue,Aceite,,$/litro,
,03/2018,2018-03,2440,1000,1670.6323,,Maravilla,Osorno,Aceite,,$/litro,
,03/2018,2018-03,2090,755,1475.5445,,Vegetal,Osorno,Aceite,,$/litro,
,03/2018,2018-03,2490,990,1658.6477,,Maravilla,Puerto Montt,Aceite,,$/litro,
,03/2018,2018-03,1990,690,1400.653,,Vegetal,Puerto Montt,Aceite,,$/litro,
,03/2018,2018-03,2090,1099,1656.9409,,Maravilla,Puerto Varas,Aceite,,$/litro,
,03/2018,2018-03,1890,850,1574.5013,,Vegetal,Puerto Varas,Aceite,,$/litro,
,04/2018,2018-04,2440,1099,1869.3868,,Maravilla,Frutillar,Aceite,,$/litro,
,04/2018,2018-04,1990,750,1594.3928,,Vegetal,Frutillar,Aceite,,$/litro,
,04/2018,2018-04,2440,990,1688.75,,Maravilla,Llanquihue,Aceite,,$/litro,
,04/2018,2018-04,1790,749,1398.0625,,Vegetal,Llanquihue,Aceite,,$/litro,
,04/2018,2018-04,2440,990,1643.5365,,Maravilla,Osorno,Aceite,,$/litro,
,04/2018,2018-04,2090,766,1461.2189,,Vegetal,Osorno,Aceite,,$/litro,
,04/2018,2018-04,2490,990,1653.4875,,Maravilla,Puerto Montt,Aceite,,$/litro,
,04/2018,2018-04,1990,690,1387.826,,Vegetal,Puerto Montt,Aceite,,$/litro,
,04/2018,2018-04,1980,1390,1618.8888,,Maravilla,Puerto Varas,Aceite,,$/litro,
,04/2018,2018-04,1890,850,1499.9884,,Vegetal,Puerto Varas,Aceite,,$/litro,
,05/2018,2018-05,2440,1080,1746.7142,,Maravilla,Frutillar,Aceite,,$/litro,
,05/2018,2018-05,1990,755,1511.0171,,Vegetal,Frutillar,Aceite,,$/litro,
,05/2018,2018-05,2440,1090,1708.75,,Maravilla,Llanquihue,Aceite,,$/litro,
,05/2018,2018-05,1790,755,1248.0625,,Vegetal,Llanquihue,Aceite,,$/litro,
,05/2018,2018-05,2440,990,1584.7916,,Maravilla,Osorno,Aceite,,$/litro,
,05/2018,2018-05,2090,766,1385.7004,,Vegetal,Osorno,Aceite,,$/litro,
,05/2018,2018-05,2440,780,1627.4015,,Maravilla,Puerto Montt,Aceite,,$/litro,
,05/2018,2018-05,1875,690,1362.7385,,Vegetal,Puerto Montt,Aceite,,$/litro,
,05/2018,2018-05,1980,1190,1615.111,,Maravilla,Puerto Varas,Aceite,,$/litro,
,05/2018,2018-05,1890,870,1480.031,,Vegetal,Puerto Varas,Aceite,,$/litro,
,06/2018,2018-06,2490,1080,1749.9999,,Maravilla,Frutillar,Aceite,,$/litro,
,06/2018,2018-06,1860,709,1497.8094,,Vegetal,Frutillar,Aceite,,$/litro,
,06/2018,2018-06,2490,1080,1745.5555,,Maravilla,Llanquihue,Aceite,,$/litro,
,06/2018,2018-06,1790,700,1414.8611,,Vegetal,Llanquihue,Aceite,,$/litro,
,06/2018,2018-06,2490,1080,1623.0783,,Maravilla,Osorno,Aceite,,$/litro,
,06/2018,2018-06,2090,788,1430.5613,,Vegetal,Osorno,Aceite,,$/litro,
,06/2018,2018-06,2490,990,1598.99,,Maravilla,Puerto Montt,Aceite,,$/litro,
,06/2018,2018-06,1790,690,1368.5748,,Vegetal,Puerto Montt,Aceite,,$/litro,
,06/2018,2018-06,1980,1190,1629.9602,,Maravilla,Puerto Varas,Aceite,,$/litro,
,06/2018,2018-06,1890,850,1502.6888,,Vegetal,Puerto Varas,Aceite,,$/litro,
,08/2014,2014-08,929,459,591.3555,,Azucar normal,Osorno,Azucar,,$/kilo,
,08/2014,2014-08,659,449,569.4629,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,09/2014,2014-09,665,479,594.3388,,Azucar normal,Frutillar,Azucar,,$/kilo,
,09/2014,2014-09,665,539,609.75,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,09/2014,2014-09,639,449,579.5426,,Azucar normal,Osorno,Azucar,,$/kilo,
,09/2014,2014-09,645,459,592.9043,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,09/2014,2014-09,629,580,599.45,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,10/2014,2014-10,659,479,614.0666,,Azucar normal,Frutillar,Azucar,,$/kilo,
,10/2014,2014-10,665,539,602.8333,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,10/2014,2014-10,679,459,584.7509,,Azucar normal,Osorno,Azucar,,$/kilo,
,10/2014,2014-10,659,479,593.9928,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,10/2014,2014-10,629,550,595.4,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,11/2014,2014-11,679,459,587.3336,,Azucar normal,Osorno,Azucar,,$/kilo,
,11/2014,2014-11,679,480,594.2999,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,11/2014,2014-11,629,499,591.55,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,12/2014,2014-12,649,459,585.5888,,Azucar normal,Osorno,Azucar,,$/kilo,
,12/2014,2014-12,649,480,597.0166,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,12/2014,2014-12,629,495,592.8444,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,01/2015,2015-01,649,459,586.7791,,Azucar normal,Osorno,Azucar,,$/kilo,
,01/2015,2015-01,649,475,595.3749,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,01/2015,2015-01,629,495,586.4999,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,02/2015,2015-02,636,489,562.5,,Azucar normal,Frutillar,Azucar,,$/kilo,
,02/2015,2015-02,639,459,577.2083,,Azucar normal,Osorno,Azucar,,$/kilo,
,02/2015,2015-02,639,469,591.0833,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,02/2015,2015-02,929,480,591.7499,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,03/2015,2015-03,699,595,638.0,,Azucar normal,Frutillar,Azucar,,$/kilo,
,03/2015,2015-03,655,539,598.0,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,03/2015,2015-03,655,459,586.5454,,Azucar normal,Osorno,Azucar,,$/kilo,
,03/2015,2015-03,659,469,594.7878,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,03/2015,2015-03,629,560,599.5,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,04/2015,2015-04,699,565,636.2,,Azucar normal,Frutillar,Azucar,,$/kilo,
,04/2015,2015-04,655,539,596.2,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,04/2015,2015-04,679,459,583.1617,,Azucar normal,Osorno,Azucar,,$/kilo,
,04/2015,2015-04,659,469,591.849,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,04/2015,2015-04,629,480,585.8066,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,05/2015,2015-05,649,565,617.5,,Azucar normal,Frutillar,Azucar,,$/kilo,
,05/2015,2015-05,655,495,586.75,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,05/2015,2015-05,679,459,574.9431,,Azucar normal,Osorno,Azucar,,$/kilo,
,05/2015,2015-05,719,429,595.2593,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,05/2015,2015-05,629,480,589.2666,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,06/2015,2015-06,649,565,617.5,,Azucar normal,Frutillar,Azucar,,$/kilo,
,06/2015,2015-06,655,539,602.75,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,06/2015,2015-06,659,455,583.7278,,Azucar normal,Osorno,Azucar,,$/kilo,
,06/2015,2015-06,659,469,597.2921,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,06/2015,2015-06,655,480,595.0916,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,07/2015,2015-07,649,558,606.125,,Azucar normal,Frutillar,Azucar,,$/kilo,
,07/2015,2015-07,655,485,577.25,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,07/2015,2015-07,669,459,594.6631,,Azucar normal,Osorno,Azucar,,$/kilo,
,07/2015,2015-07,669,439,594.54,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,07/2015,2015-07,639,480,589.5666,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,08/2015,2015-08,649,565,628.0,,Azucar normal,Frutillar,Azucar,,$/kilo,
,08/2015,2015-08,655,545,615.3333,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,08/2015,2015-08,669,459,588.9336,,Azucar normal,Osorno,Azucar,,$/kilo,
,08/2015,2015-08,669,439,599.2979,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,08/2015,2015-08,629,480,588.0,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,09/2015,2015-09,649,525,619.8,,Azucar normal,Frutillar,Azucar,,$/kilo,
,09/2015,2015-09,655,539,597.0,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,09/2015,2015-09,739,439,596.2718,,Azucar normal,Osorno,Azucar,,$/kilo,
,09/2015,2015-09,739,439,614.7393,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,09/2015,2015-09,659,465,593.1733,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,10/2015,2015-10,649,525,600.3333,,Azucar normal,Frutillar,Azucar,,$/kilo,
,10/2015,2015-10,655,539,597.0,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,10/2015,2015-10,689,440,607.5555,,Azucar normal,Osorno,Azucar,,$/kilo,
,10/2015,2015-10,689,440,613.9499,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,10/2015,2015-10,659,465,599.2583,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,11/2015,2015-11,649,565,607.0,,Azucar normal,Frutillar,Azucar,,$/kilo,
,11/2015,2015-11,689,499,596.0,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,11/2015,2015-11,689,440,623.3333,,Azucar normal,Osorno,Azucar,,$/kilo,
,11/2015,2015-11,689,440,617.4166,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,11/2015,2015-11,689,490,603.5,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,12/2015,2015-12,689,499,615.28,,Azucar normal,Frutillar,Azucar,,$/kilo,
,12/2015,2015-12,689,490,603.1249,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,12/2015,2015-12,699,440,622.275,,Azucar normal,Osorno,Azucar,,$/kilo,
,12/2015,2015-12,699,440,614.3323,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,12/2015,2015-12,679,525,627.1249,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,01/2016,2016-01,689,515,625.2,,Azucar normal,Frutillar,Azucar,,$/kilo,
,01/2016,2016-01,689,495,616.2222,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,01/2016,2016-01,729,459,628.9235,,Azucar normal,Osorno,Azucar,,$/kilo,
,01/2016,2016-01,719,479,631.9374,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,01/2016,2016-01,729,525,618.8416,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,02/2016,2016-02,749,515,633.1892,,Azucar normal,Frutillar,Azucar,,$/kilo,
,02/2016,2016-02,679,515,614.3333,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,02/2016,2016-02,755,450,653.6046,,Azucar normal,Osorno,Azucar,,$/kilo,
,02/2016,2016-02,749,499,640.0423,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,02/2016,2016-02,710,525,625.2083,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,03/2016,2016-03,749,519,653.9533,,Azucar normal,Frutillar,Azucar,,$/kilo,
,03/2016,2016-03,749,690,719.5,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,03/2016,2016-03,755,510,666.1261,,Azucar normal,Osorno,Azucar,,$/kilo,
,03/2016,2016-03,749,499,657.5484,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,03/2016,2016-03,710,525,652.6,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,04/2016,2016-04,749,519,658.4,,Azucar normal,Frutillar,Azucar,,$/kilo,
,04/2016,2016-04,749,519,652.6666,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,04/2016,2016-04,755,470,663.6582,,Azucar normal,Osorno,Azucar,,$/kilo,
,04/2016,2016-04,749,460,654.7603,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,04/2016,2016-04,745,620,677.4166,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,05/2016,2016-05,749,519,648.8041,,Azucar normal,Frutillar,Azucar,,$/kilo,
,05/2016,2016-05,749,519,652.6666,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,05/2016,2016-05,755,480,654.7092,,Azucar normal,Osorno,Azucar,,$/kilo,
,05/2016,2016-05,749,480,643.1148,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,05/2016,2016-05,745,595,671.2063,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,06/2016,2016-06,745,519,644.5875,,Azucar normal,Frutillar,Azucar,,$/kilo,
,06/2016,2016-06,745,519,642.3888,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,06/2016,2016-06,755,480,654.254,,Azucar normal,Osorno,Azucar,,$/kilo,
,06/2016,2016-06,745,480,647.3985,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,06/2016,2016-06,745,525,662.08,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,07/2016,2016-07,745,529,662.2666,,Azucar normal,Frutillar,Azucar,,$/kilo,
,07/2016,2016-07,745,519,650.6666,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,07/2016,2016-07,755,520,659.6015,,Azucar normal,Osorno,Azucar,,$/kilo,
,07/2016,2016-07,749,489,648.5204,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,07/2016,2016-07,745,590,675.2083,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,08/2016,2016-08,745,549,660.35,,Azucar normal,Frutillar,Azucar,,$/kilo,
,08/2016,2016-08,749,529,660.4166,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,08/2016,2016-08,779,460,670.2984,,Azucar normal,Osorno,Azucar,,$/kilo,
,08/2016,2016-08,779,480,661.6356,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,08/2016,2016-08,745,599,679.3999,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,09/2016,2016-09,749,550,662.4666,,Azucar normal,Frutillar,Azucar,,$/kilo,
,09/2016,2016-09,759,550,656.4444,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,09/2016,2016-09,769,460,679.9858,,Azucar normal,Osorno,Azucar,,$/kilo,
,09/2016,2016-09,759,450,662.1249,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,09/2016,2016-09,745,629,687.6666,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,10/2016,2016-10,815,550,693.4375,,Azucar normal,Frutillar,Azucar,,$/kilo,
,10/2016,2016-10,759,599,703.5833,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,10/2016,2016-10,799,480,685.6754,,Azucar normal,Osorno,Azucar,,$/kilo,
,10/2016,2016-10,759,450,665.8571,,Azucar normal,Puerto Montt,Azucar,,$/kilo,
,10/2016,2016-10,749,629,702.3999,,Azucar normal,Puerto Varas,Azucar,,$/kilo,
,11/2016,2016-11,815,599,710.4,,Azucar normal,Frutillar,Azucar,,$/kilo,
,11/2016,2016-11,759,569,689.4332,,Azucar normal,Llanquihue,Azucar,,$/kilo,
,11/2016,2016-11,759,500,701.233,,Azucar normal,Osorno,Azucar,,$/kilo,
